1	-2972	-264
1	-2908	-264
1	-2844	-264
1	-2780	-264
1	-2716	-264
1	-2652	-264
1	-2588	-264
1	-2524	-264
1	-2460	-264
1	-2396	-264
1	-2332	-264
1	-2268	-264
1	-2204	-264
1	-2140	-264
1	-2076	-264
1	-2012	-264
1	-1948	-264
1	-1884	-264
1	-1820	-264
1	-1756	-264
1	-1692	-264
1	-1628	-264
1	-1564	-264
1	-1500	-264
1	-1436	-264
1	-1372	-264
1	-1308	-264
1	-1244	-264
1	-1180	-264
1	-1116	-264
1	-1052	-264
1	-988	-264
1	-924	-264
1	-860	-264
1	-796	-264
1	-732	-264
1	-668	-264
1	-604	-264
1	-540	-264
1	-476	-264
1	-412	-264
1	-348	-264
1	-284	-264
1	-220	-264
1	-156	-264
1	-92	-264
1	-28	-264
1	36	-264
1	100	-264
1	164	-264
1	228	-264
1	292	-264
1	356	-264
1	420	-264
1	484	-264
1	548	-264
1	612	-264
1	676	-264
1	740	-264
1	804	-264
1	868	-264
1	932	-264
1	996	-264
1	1060	-264
1	1124	-264
1	1188	-264
1	1828	-264
1	1892	-264
1	1956	-264
1	2020	-264
1	-2972	-200
1	-2908	-200
1	-2844	-200
1	-2780	-200
1	-2716	-200
1	-2652	-200
1	-2588	-200
1	-2524	-200
1	-2460	-200
1	-2396	-200
1	-2332	-200
1	-2268	-200
1	-2204	-200
1	-2140	-200
1	-2076	-200
1	-2012	-200
1	-1948	-200
1	-1884	-200
1	-1820	-200
1	-1756	-200
1	-1692	-200
1	-1628	-200
1	-1564	-200
1	-1500	-200
1	-1436	-200
1	-1372	-200
1	-1308	-200
1	-1244	-200
1	-1180	-200
1	-1116	-200
1	-1052	-200
1	-988	-200
1	-924	-200
1	-860	-200
1	-796	-200
1	-732	-200
1	-668	-200
1	-604	-200
1	-540	-200
1	-476	-200
1	-412	-200
1	-348	-200
1	-284	-200
1	-220	-200
1	-156	-200
1	-92	-200
1	-28	-200
1	36	-200
1	100	-200
1	164	-200
1	228	-200
1	292	-200
1	356	-200
1	420	-200
1	484	-200
1	548	-200
1	612	-200
1	676	-200
1	740	-200
1	804	-200
1	868	-200
1	932	-200
1	996	-200
1	1060	-200
1	1124	-200
1	1188	-200
1	1252	-200
1	1316	-200
1	1380	-200
1	1444	-200
1	1508	-200
1	1572	-200
1	1636	-200
1	1700	-200
1	1764	-200
1	1828	-200
1	1892	-200
1	1956	-200
1	2020	-200
1	2084	-200
1	-2972	-136
1	-2908	-136
1	-2844	-136
1	-2780	-136
1	-2716	-136
1	-2652	-136
1	-2588	-136
1	-2524	-136
1	-2460	-136
1	-2396	-136
1	-2332	-136
1	-2268	-136
1	-2204	-136
1	-2140	-136
1	-2076	-136
1	-2012	-136
1	-1948	-136
1	-1884	-136
1	-1820	-136
1	-1756	-136
1	-1692	-136
1	-1628	-136
1	-1564	-136
1	-1500	-136
1	-1436	-136
1	-1372	-136
1	-1308	-136
1	-1244	-136
1	-1180	-136
1	-1116	-136
1	-1052	-136
1	-988	-136
1	-924	-136
1	-860	-136
1	-796	-136
1	-732	-136
1	-668	-136
1	-604	-136
1	-540	-136
1	-476	-136
1	-412	-136
1	-348	-136
1	-284	-136
1	-220	-136
1	-156	-136
1	-92	-136
1	-28	-136
1	36	-136
1	100	-136
1	164	-136
1	228	-136
1	292	-136
1	356	-136
1	420	-136
1	484	-136
1	548	-136
1	612	-136
1	676	-136
1	740	-136
1	804	-136
1	868	-136
1	932	-136
1	996	-136
1	1060	-136
1	1124	-136
1	1188	-136
1	1252	-136
1	1316	-136
1	1380	-136
1	1444	-136
1	1508	-136
1	1572	-136
1	1636	-136
1	1700	-136
1	1764	-136
1	1828	-136
1	1892	-136
1	1956	-136
1	2020	-136
1	2084	-136
1	-2972	-72
1	-2908	-72
1	-2844	-72
1	-2780	-72
1	-2716	-72
1	-2652	-72
1	-2588	-72
1	-2524	-72
1	-2460	-72
1	-2396	-72
1	-2332	-72
1	-2268	-72
1	-2204	-72
1	-2140	-72
1	-2076	-72
1	-2012	-72
1	-1948	-72
1	-1884	-72
1	-1820	-72
1	-1756	-72
1	-1692	-72
1	-1628	-72
1	-1564	-72
1	-1500	-72
1	-1436	-72
1	-1372	-72
1	-1308	-72
1	-1244	-72
1	-1180	-72
1	-1116	-72
1	-1052	-72
1	-988	-72
1	-924	-72
1	-860	-72
1	-796	-72
1	-732	-72
1	-668	-72
1	-604	-72
1	-540	-72
1	-476	-72
1	-412	-72
1	-348	-72
1	-284	-72
1	-220	-72
1	-156	-72
1	-92	-72
1	-28	-72
1	36	-72
1	100	-72
1	164	-72
1	228	-72
1	292	-72
1	356	-72
1	420	-72
1	484	-72
1	548	-72
1	612	-72
1	676	-72
1	740	-72
1	804	-72
1	868	-72
1	932	-72
1	996	-72
1	1060	-72
1	1124	-72
1	1188	-72
1	1252	-72
1	1316	-72
1	1380	-72
1	1444	-72
1	1508	-72
1	1572	-72
1	1636	-72
1	1700	-72
1	1764	-72
1	1828	-72
1	1892	-72
1	1956	-72
1	2020	-72
1	2084	-72
1	-2972	-8
1	-2908	-8
1	-2844	-8
1	-2780	-8
1	-2716	-8
1	-2652	-8
1	-2588	-8
1	-2524	-8
1	-2460	-8
1	-2396	-8
1	-2332	-8
1	-2268	-8
1	-2204	-8
1	-2140	-8
1	-2076	-8
1	-2012	-8
1	-1948	-8
1	-1884	-8
1	-1820	-8
1	-1756	-8
1	-1692	-8
1	-1628	-8
1	-1564	-8
1	-1500	-8
1	-1436	-8
1	-1372	-8
1	-1308	-8
1	-1244	-8
1	-1180	-8
1	-1116	-8
1	-1052	-8
1	-988	-8
1	-924	-8
1	-860	-8
1	-796	-8
1	-732	-8
1	-668	-8
1	-604	-8
1	-540	-8
1	-476	-8
1	-412	-8
1	-348	-8
1	-284	-8
1	-220	-8
1	-156	-8
1	-92	-8
1	-28	-8
1	36	-8
1	100	-8
1	164	-8
1	228	-8
1	292	-8
1	356	-8
1	420	-8
1	484	-8
1	548	-8
1	612	-8
1	676	-8
1	740	-8
1	804	-8
1	868	-8
1	932	-8
1	996	-8
1	1060	-8
1	1124	-8
1	1188	-8
1	1828	-8
1	1892	-8
1	1956	-8
1	2020	-8
1	2084	-8
1	-2972	56
